ROCK,Reference,Sample,country,Location1,Location2,Type,Sub type,Age (Ma),Wt.%,SiO2 ,TiO2,Al2O3,Fe2O3t,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,ZrO2,Nb2O5,Y2O3,B2O3,H2O,H2O+,H2O-,CO2,LOI,Total,,A/CNK,Na+K/Al,A/NK,,ppm,Mg,Mn,Ti,S,P,B,F,Cl,Li ,,Nb,Ta,Nb/Ta,Zr,Hf,Zr/Hf
MPG,Förster et al. 1999,510,Central Europe,Erzgebirge,Eibenstock,Li-mica granite,A-EIB1 ,Late Carboniferous-Early Permian,,73,0.035,15.2,0.95,,,0.022,0.022,0.35,4.15,4,0.5,,,,,,0.4,,0.1,,,,1.29,0.73,1.36,,,,,,,,,13300,,950,,33,11,3,31,1.98,15.65656566
MPG,Förster et al. 1999,800,Central Europe,Erzgebirge,Eibenstock,Li-mica granite,A-EIB1 ,Late Carboniferous-Early Permian,,72.9,0.032,15.4,1.21,,,0.024,0.024,0.67,3.69,3.77,0.4,,,,,,0.75,,0.18,,,,1.35,0.66,1.52,,,,,,,,,12300,,800,,41,19.3,2.124352332,27,1.48,18.24324324
MPG,Förster et al. 1999,896,Central Europe,Erzgebirge,,Li-mica granite,POB0 ,Late Carboniferous-Early Permian,,74.8,0.12,13.5,1.52,,,0.027,0.027,0.58,3.13,4.81,0.25,,,,,,0.67,,0.11,,,,1.18,0.77,1.30,,,,,,,,,2490,,211,,15,3.9,3.846153846,86,2.69,31.97026022
MPG,Förster et al. 1999,899,Central Europe,Erzgebirge,,Li-mica granite,POB1 ,Late Carboniferous-Early Permian,,75.1,0.11,13.3,1.7,,,0.025,0.025,0.47,3.12,4.81,0.23,,,,,,0.58,,0.08,,,,1.19,0.78,1.29,,,,,,,,,2880,,212,,16,2.8,5.714285714,75,2.8,26.78571429
MPG,Förster et al. 1999,915,Central Europe,Erzgebirge,,Li-mica granite,POB2 ,Late Carboniferous-Early Permian,,75.8,0.092,13,1.62,,,0.025,0.025,0.48,3.04,4.46,0.22,,,,,,0.71,,0.11,,,,1.21,0.76,1.32,,,,,,,,,3280,,287,,18,2.6,6.923076923,78,3.33,23.42342342
MPG,Förster et al. 1999,908,Central Europe,Erzgebirge,,Li-mica granite,POB2 ,Late Carboniferous-Early Permian,,74.4,0.063,14.2,1.34,,,0.031,0.031,0.4,3.57,4.46,0.37,,,,,,0.46,,0.07,,,,1.24,0.75,1.33,,,,,,,,,5590,,465,,25,6.7,3.731343284,51,2.3,22.17391304
MPG,Förster et al. 1999,911,Central Europe,Erzgebirge,,Li-mica granite,POB3 ,Late Carboniferous-Early Permian,,74.4,0.042,14.4,1.19,,,0.022,0.022,0.42,3.55,4.26,0.39,,,,,,0.58,,0.07,,,,1.28,0.73,1.38,,,,,,,,,6650,,392,,22,7,3.142857143,27,1.47,18.36734694
MPG,Förster et al. 1999,926,Central Europe,Erzgebirge,,Li-mica granite,SZU0 ,Late Carboniferous-Early Permian,,73.7,0.22,13.7,1.72,,,0.029,0.029,0.83,3.03,4.85,0.27,,,,,,0.76,,0.11,,,,1.17,0.75,1.34,,,,,,,,,2540,,164,,15,4.3,3.488372093,137,4.18,32.77511962
MPG,Förster et al. 1999,934,Central Europe,Erzgebirge,,Li-mica granite,SZU2 ,Late Carboniferous-Early Permian,,75.3,0.11,13.3,1.52,,,0.034,0.034,0.55,3.21,4.43,0.27,,,,,,0.7,,0.11,,,,1.20,0.76,1.32,,,,,,,,,2940,,256,,18,4.7,3.829787234,71,2.51,28.28685259
MPG,Förster et al. 1999,935,Central Europe,Erzgebirge,,Li-mica granite,SZU2 ,Late Carboniferous-Early Permian,,75.7,0.073,13.3,1.43,,,0.029,0.029,0.47,3.21,4.39,0.28,,,,,,0.68,,0.06,,,,1.22,0.75,1.33,,,,,,,,,3880,,296,,19,4.4,4.318181818,61,2.31,26.40692641
MPG,Förster et al. 1999,923,Central Europe,Erzgebirge,,Li-mica granite,SZU3,Late Carboniferous-Early Permian,,73.2,0.051,15.2,0.8,,,0.036,0.036,0.66,3.26,4.53,0.56,,,,,,0.54,,0.08,,,,1.33,0.68,1.48,,,,,,,,,10500,,626,,32,12,2.666666667,46,2.45,18.7755102
MPG,Štemprok et al. 2005,,Central Europe,Erzgebirge,Vykmanov,YIC granite (Li granite),,Late Carboniferous-Early Permian,,76.86,0.1,12.99,0.19,0.52,0.013,0.1,0.17,,2.34,5.89,0.2,,,,,,0.93,,0.02,,100.64,,1.27,0.79,1.27,,,,,,200,,10,2100,,53.46687211,,8,3,2.666666667,11,2,5.5
MPG,Štemprok et al. 2005,,Central Europe,Erzgebirge,Vykmanov,YIC granite (Li granite),,Late Carboniferous-Early Permian,,75.26,0.08,13.73,0.12,0.87,0.03,0.12,0.39,,3.32,4.63,0.23,,,,,,1.11,,0.02,,100.37,,1.31,0.76,1.31,,,,,,700,,23,2900,,105.1515152,,11,4.8,2.291666667,16,2.1,7.619047619
MPG,Štemprok et al. 2005,,Central Europe,Erzgebirge,Vykmanov,YIC granite (Li granite),,Late Carboniferous-Early Permian,,73.8,0.15,13.77,1.11,0.54,0.03,0.1,0.67,,3.21,5.07,0.22,,,,,,0.8,,0.07,,99.77,,1.28,0.78,1.28,,,,,,,,31.6,1500,,126.538264,,30.8,179.4,0.171683389,53,2.8,18.92857143
MPG,Hecht et al. 1997,G1(w),Central Europe,Fichtelgebirge,,OIC,Porphyritic biotite-rich granite (less evolved variety),326,,68.29,0.63,15.11,3.71,,,0.059,1.09,2.04,3.24,4.59,0.31,,,,,,,,,,,,1.08,0.68,1.47,,,,,,,,,620,,100,,15,1.8,8.333333333,262,7.4,35.40540541
MPG,Hecht et al. 1997,G1(e),Central Europe,Fichtelgebirge,,OIC,Porphyritic biotite-rich granite (more evolved variety),326,,70.83,0.45,14.55,2.57,,,0.042,0.73,1.45,3.17,4.74,0.25,,,,,,,,,,,,1.12,0.71,1.41,,,,,,,,,545,,82,,14,1.5,9.333333333,174,4.8,36.25
MPG,Hecht et al. 1997,G1Sa,Central Europe,Fichtelgebirge,,OIC,Equigranular two-mica granite (less evolved biotite-rich),326,,72.61,0.27,14.6,1.6,,,0.033,0.45,1.03,3.5,4.79,0.2,,,,,,,,,,,,1.14,0.75,1.33,,,,,,,,,333,,129,,10,2.1,4.761904762,136,4,34
MPG,Hecht et al. 1997,G1Sb,Central Europe,Fichtelgebirge,,OIC,Equigranular two-mica granite (more evolved biotite-poor),326,,73.38,0.13,14.5,1.07,,,0.021,0.24,0.53,3.44,4.75,0.32,,,,,,,,,,,,1.23,0.74,1.34,,,,,,,,,759,,117,,10,2.2,4.545454545,50,2.3,21.73913043
MPG,Hecht et al. 1997,G1Sm,Central Europe,Fichtelgebirge,,OIC,Equigranular muscovite granite,326,,73.86,0.07,14.57,0.56,,,0.024,0.07,0.44,3.83,4.27,0.36,,,,,,,,,,,,1.24,0.75,1.33,,,,,,,,,1075,,167,,22,4.3,5.11627907,20,1.7,11.76470588
MPG,Hecht et al. 1997,G2,Central Europe,Fichtelgebirge,Ochsenkopf,YIC-1,Porphyritic two-mica granite,305,,73.13,0.32,13.45,2.46,,,0.036,0.35,0.86,2.87,5.54,0.19,,,,,,,,,,,,1.10,0.80,1.25,,,,,,,,,1414,,107,,13,1.6,8.125,173,8.4,20.5952381
MPG,Hecht et al. 1997,G3,Central Europe,Fichtelgebirge,Ochsenkopf,YIC-1,Equigranular two-mica granite,306,,74.93,0.22,12.89,2.02,,,0.027,0.27,0.81,2.82,5.27,0.16,,,,,,,,,,,,1.09,0.80,1.25,,,,,,,,,1103,,146,,10,1.5,6.666666667,144,4.5,32
MPG,Hecht et al. 1997,G2,Central Europe,Fichtelgebirge,Waldstein,YIC-1,Porphyritic two-mica granite,305,,74.37,0.18,13.6,1.68,,,0.037,0.2,0.43,2.83,4.9,0.17,,,,,,,,,,,,1.27,0.73,1.37,,,,,,,,,1357,,197,,18,4.3,4.186046512,92,3,30.66666667
MPG,Hecht et al. 1997,G3,Central Europe,Fichtelgebirge,Waldstein,YIC-1,Equigranular two-mica granite,306,,75.68,0.16,13.24,1.81,,,0.041,0.2,0.49,3,4.85,0.15,,,,,,,,,,,,1.20,0.77,1.30,,,,,,,,,1513,,219,,13,3.6,3.611111111,72,2.8,25.71428571
MPG,Hecht et al. 1997,G2,Central Europe,Fichtelgebirge,Kornberg,YIC-1,Porphyritic two-mica granite,305,,74.23,0.13,14.04,1.42,,,0.035,0.2,0.52,3.36,4.99,0.27,,,,,,,,,,,,1.18,0.78,1.28,,,,,,,,,1775,,196,,14,3,4.666666667,69,2.4,28.75
MPG,Hecht et al. 1997,G3,Central Europe,Fichtelgebirge,Kornberg,YIC-1,Equigranular two-mica granite,306,,76.06,0.17,12.77,1.81,,,0.03,0.19,0.5,2.99,4.89,0.22,,,,,,,,,,,,1.15,0.80,1.25,,,,,,,,,1174,,133,,12,1.3,9.230769231,87,2.8,31.07142857
MPG,Hecht et al. 1997,G3K,Central Europe,Fichtelgebirge,,YIC-2,Coarse-grained cordierite-garnet- biotite granite,286,,71.05,0.5,14.14,3.65,,,0.048,0.57,1.3,2.62,5.29,0.26,,,,,,,,,,,,1.14,0.71,1.41,,,,,,,,,897,,73,,13,1.3,10,263,9.3,28.27956989
MPG,Hecht et al. 1997,G2K,Central Europe,Fichtelgebirge,,YIC-2,Weak porphyritic to equigranular biotite-rich granite,287,,74.01,0.24,13.6,2.06,,,0.031,0.25,0.6,2.83,5.28,0.21,,,,,,,,,,,,1.19,0.76,1.31,,,,,,,,,1654,,123,,11,2.1,5.238095238,129,5,25.8
MPG,Hecht et al. 1997,G2*,Central Europe,Fichtelgebirge,,YIC-2,Porphyritic two-mica granite,305,,74.72,0.09,13.28,1.6,,,0.029,0.12,0.41,3.21,5.01,0.2,,,,,,,,,,,,1.16,0.81,1.24,,,,,,,,,2312,,205,,11,3.3,3.333333333,63,2.9,21.72413793
MPG,Hecht et al. 1997,G4,Central Europe,Fichtelgebirge,,YIC-2,Equigranular two-mica granite,289,,74.61,0.06,14.07,1.4,,,0.03,0.08,0.33,3.59,4.7,0.24,,,,,,,,,,,,1.21,0.78,1.28,,,,,,,,,2946,,310,,16,3.3,4.848484848,50,2.8,17.85714286
MPG,Dostal and Chatterjee 1995,3024,Canada,South Mountain Batholith,,Muscovite-Biotite leucomonzogranite-A,,Late Devonian,,73.53,0.17,13.71,,,1.71,0.04,0.96,0.5,3.54,4.44,0.27,,,,,,,,,0.6,99.47,,1.19,0.78,1.29,,,,,,,,,1361,,137,,15,2.6,5.8,86,2.44,35.24590164
MPG,Dostal and Chatterjee 1995,1215,Canada,South Mountain Batholith,,Muscovite-Biotite leucomonzogranite-A,,Late Devonian,,74.23,0.15,12.9,,,1.64,0.06,0.9,0.33,3.75,4.12,0.27,,,,,,,,,0.8,99.15,,1.15,0.82,1.21,,,,,,,,,1741,,143,,20,3.8,5.3,73,1.98,36.86868687
MPG,Dostal and Chatterjee 1995,1050,Canada,South Mountain Batholith,,Muscovite-Biotite leucomonzogranite-A,,Late Devonian,,75.97,0.11,13.3,,,1.3,0.04,0.76,0.28,3.32,4.16,0.33,,,,,,,,,0.4,99.97,,1.27,0.75,1.33,,,,,,,,,2400,,269,,19,4.9,3.9,47,1.32,35.60606061
MPG,Dostal and Chatterjee 1995,1053,Canada,South Mountain Batholith,,Muscovite-Biotite leucomonzogranite-A,,Late Devonian,,73.72,0.22,13.74,,,1.83,0.04,1,0.5,3.18,4.66,0.25,,,,,,,,,0.5,99.64,,1.23,0.75,1.34,,,,,,,,,701,,74,,13,2.1,6.2,90,2.62,34.35114504
MPG,Dostal and Chatterjee 1995,3012,Canada,South Mountain Batholith,,Muscovite-Biotite leucomonzogranite-A,,Late Devonian,,73.62,0.12,13.78,,,1.4,0.03,0.21,0.41,3.23,4.96,0.21,,,,,,,,,0.5,98.47,,1.21,0.78,1.29,,,,,,,,,659,,88,,12,2.2,5.5,67,2.16,31.01851852
MPG,Dostal and Chatterjee 1995,82-32,Canada,South Mountain Batholith,,Muscovite-Biotite leucomonzogranite-A,,Late Devonian,,74.62,0.11,13.09,,,1.66,0.04,0.85,0.35,3.12,5.02,0.18,,,,,,,,,0.6,99.64,,1.17,0.81,1.24,,,,,,,,,1561,,137,,14,2.9,4.8,79,2.12,37.26415094
MPG,Dostal and Chatterjee 1995,82-11,Canada,South Mountain Batholith,,Muscovite-biotite leucomonzogranite-B,,Late Devonian,,72.57,0.33,13.5,,,2.29,0.07,1.25,1.26,3.59,3.99,0.13,,,,,,,,,0.6,99.58,,1.08,0.76,1.32,,,,,,,,,2972,,171,,15,3.1,4.8,127,3.56,35.6741573
MPG,Dostal and Chatterjee 1995,7510,Canada,South Mountain Batholith,,Muscovite-biotite leucomonzogranite-B,,Late Devonian,,72.83,0.26,14.07,,,1.58,0.05,0.85,1.17,3.18,4.25,0.13,,,,,,,,,0.8,99.17,,1.18,0.70,1.43,,,,,,,,,1280,,170,,16,2.9,5.5,110,2.98,36.91275168
MPG,Dostal and Chatterjee 1995,82-17,Canada,South Mountain Batholith,,Muscovite-biotite leucomonzogranite-B,,Late Devonian,,75.68,0.1,12.57,,,1.33,0.05,0.86,0.39,3.76,4.51,0.07,,,,,,,,,0.7,100.02,,1.07,0.88,1.14,,,,,,,,,1539,,144,,11,2.7,4.1,74,2.11,35.07109005
MPG,Dostal and Chatterjee 1995,83-20,Canada,South Mountain Batholith,,Muscovite-biotite leucomonzogranite-B,,Late Devonian,,73.97,0.12,12.97,,,1.71,0.05,1.05,0.36,3.63,4.57,0.1,,,,,,,,,0.7,99.23,,1.12,0.84,1.19,,,,,,,,,2456,,107,,14,4.1,3.4,75,2,37.5
MPG,Dostal and Chatterjee 1995,79-39,Canada,South Mountain Batholith,,leucogranite-A,,Late Devonian,,74.17,0.04,15.18,,,1.2,0.08,0.1,0.51,5.03,2.68,0.44,,,,,,,,,0.7,100.13,,1.25,0.74,1.36,,,,,,,,,6300,,420,,27,6.4,4.2,35,0.9,38.88888889
MPG,Dostal and Chatterjee 1995,79-43,Canada,South Mountain Batholith,,leucogranite-A,,Late Devonian,,74.24,0.05,14.99,,,1.12,0.05,0.12,0.46,4.22,4.01,0.4,,,,,,,,,0.5,100.16,,1.24,0.75,1.33,,,,,,,,,4959,,395,,28,6.2,4.5,28,0.8,35
MPG,Dostal and Chatterjee 1995,1054,Canada,South Mountain Batholith,,leucogranite-B,,Late Devonian,,73.92,0.03,14.73,,,1.11,0.08,0.65,0.28,4.22,3.97,0.15,,,,,,,,,0.8,99.94,,1.25,0.76,1.31,,,,,,,,,5340,,371,,26,13,2.0,19,0.54,35.18518519
MPG,Dostal and Chatterjee 1995,79-100,Canada,South Mountain Batholith,,leucogranite-B,,Late Devonian,,75.03,0.07,14.02,,,1.16,0.06,0.08,0.53,3.74,3.97,0.21,,,,,,,,,0.78,99.65,,1.23,0.75,1.34,,,,,,,,,5600,,364,,24,9.4,2.6,28,0.7,40
MPG,Dostal and Chatterjee 1995,79-117,Canada,South Mountain Batholith,,leucogranite-B,,Late Devonian,,73.72,0.06,14.25,,,1.68,0.9,0.12,0.9,2.99,3.79,0.19,,,,,,,,,1.1,99.7,,1.34,0.63,1.58,,,,,,,,,5600,,309,,24,13,1.8,33,0.85,38.82352941
MPG,Mac Donald et al. 1992,,Canada,South Mountain Batholith,,Muscovite-biotite Monzogranite,,Late Devonian,,71.74,0.32,14.51,2.45,,,0.06,1.16,0.83,3.43,4.65,0.23,,,,,,,,,,,,1.19,0.74,1.36,,,,,,,,,924,,91,,13,1.9,6.842105263,119,4,29.75
MPG,Mac Donald et al. 1992,,Canada,South Mountain Batholith,,Corase grained leucomonzogranite,,Late Devonian,,73.07,0.2,14.25,1.91,,,0.05,0.93,0.64,3.45,4.64,0.23,,,,,,,,,,,,1.20,0.75,1.33,,,,,,,,,1105,,106,,12,2.3,5.217391304,89,3,29.66666667
MPG,Mac Donald et al. 1992,,Canada,South Mountain Batholith,,Fine grained leucomonzogranite,,Late Devonian,,73.9,0.13,14.26,1.45,,,0.05,0.85,0.41,3.5,4.48,0.26,,,,,,,,,,,,1.26,0.74,1.34,,,,,,,,,1002,,108,,12,2.6,4.615384615,59,2,29.5
MPG,Mac Donald et al. 1992,,Canada,South Mountain Batholith,,leucogranite,,Late Devonian,,73.62,0.07,14.57,1.34,,,0.04,0.76,0.39,3.69,4.1,0.41,,,,,,,,,,,,1.30,0.72,1.39,,,,,,,,,2550,,236,,23,5,4.6,39,1,39
MPG,Wang et al. 2007,01WF03,China,Hunam province,Wufengxian,groupe I,,210-243,,75.72,0.14,13.33,,0.08,0.82,0.04,0.41,0.72,3.39,3.9,0.18,,,,,,,,,1,99.73,,1.20,0.74,1.36,,,,,,,,,,,,,15.43,3.12,4.9,58.8,2.1,28.0
MPG,Wang et al. 2007,01WF05,China,Hunam province,Wufengxian,groupe I,,210-243,,75.5,0.11,13.61,,0.1,0.97,0.04,0.34,0.78,3.32,4.1,0.17,,,,,,,,,0.91,99.95,,1.20,0.73,1.37,,,,,,,,,,,,,14.79,3.21,4.6,66.4,2.32,28.6
MPG,Wang et al. 2007,01WF07,China,Hunam province,Wufengxian,groupe I,,210-243,,75.32,0.1,13.5,,0.04,0.85,0.04,0.36,0.82,3.13,4.55,0.16,,,,,,,,,0.98,99.85,,1.17,0.75,1.34,,,,,,,,,,,,,12.41,2.68,4.6,65.4,2.21,29.6
MPG,Wang et al. 2007,01WF09,China,Hunam province,Wufengxian,groupe I,,210-243,,75.17,0.09,13.7,,0.05,0.65,0.03,0.33,0.85,3.31,4.7,0.16,,,,,,,,,0.82,99.86,,1.13,0.77,1.30,,,,,,,,,,,,,11.13,2.35,4.7,63.5,2.12,30.0
MPG,Wang et al. 2007,02TSH01,China,Hunam province,Tashan,groupe I,,210-243,,73.34,0.24,13.88,,0.11,1.55,0.03,0.7,1.82,2.77,4.38,0.09,,,,,,,,,1.09,100,,1.10,0.67,1.49,,,,,,,,,,,,,14.03,3.11,4.5,111.5,3.46,32.2
MPG,Wang et al. 2007,02TSH5,China,Hunam province,Tashan,groupe I,,210-243,,73.71,0.24,13.7,,0.14,1.6,0.04,0.72,1.45,2.94,4.38,0.08,,,,,,,,,0.99,99.99,,1.12,0.70,1.43,,,,,,,,,,,,,13.45,2.99,4.5,108.6,3.15,34.5
MPG,Wang et al. 2007,01YM06,China,Hunam province,Yangmingshan,groupe I,,210-243,,74.3,0.25,13.18,,0.34,1.27,0.05,0.57,0.87,3,4.46,0.2,,,,,,,,,1.39,99.88,,1.16,0.74,1.35,,,,,,,,,,,,,14.42,2.84,5.1,115.6,3.51,32.9
MPG,Wang et al. 2007,01YM09,China,Hunam province,Yangmingshan,groupe I,,210-243,,76.49,0.13,12.89,,0.38,0.6,0.05,0.29,0.45,3.94,3.74,0.2,,,,,,,,,0.78,99.89,,1.14,0.82,1.22,,,,,,,,,,,,,16.59,3.23,5.1,94,3.03,31.0
MPG,Wang et al. 2007,01ZY02,China,Hunam province,Ziyunshan,groupe I,,210-243,,74.19,0.19,13.67,,0.05,1.4,0.03,0.46,1.2,2.59,5.08,0.1,,,,,,,,,0.88,99.84,,1.14,0.71,1.40,,,,,,,,,,,,,13.71,2.05,6.7,107.1,3.47,30.9
MPG,Wang et al. 2007,01ZY07,China,Hunam province,Ziyunshan,groupe I,,210-243,,74.13,0.22,13.44,,0.01,1.65,0.04,0.58,1.35,2.88,4.55,0.09,,,,,,,,,0.9,99.84,,1.11,0.72,1.39,,,,,,,,,,,,,16.32,2.61,6.3,116.1,3.71,31.3
MPG,Wang et al. 2007,01DZ04,China,Hunam province,Dingziwan,groupe I,,210-243,,74.31,0.12,14.25,,0.02,0.92,0.04,0.34,1.2,3.62,4.14,0.15,,,,,,,,,0.72,99.83,,1.13,0.73,1.37,,,,,,,,,,,,,9.47,2.43,3.9,65.3,2.14,30.5
MPG,Wang et al. 2007,01DZ11,China,Hunam province,Dingziwan,groupe I,,210-243,,73.39,0.25,14.43,,0.05,1.2,0.02,0.55,1.84,3.2,4.04,0.11,,,,,,,,,0.73,99.81,,1.11,0.67,1.50,,,,,,,,,,,,,6.99,1.25,5.6,116.1,3.3,35.2
MPG,Wang et al. 2007,01WS02,China,Hunam province,Wushi,groupe I,,210-243,,73.61,0.21,14.3,,0.05,1.3,0.03,0.51,1.53,3.28,4.19,0.1,,,,,,,,,0.74,99.85,,1.12,0.69,1.44,,,,,,,,,,,,,8.09,1.63,5.0,102,3.03,33.7
MPG,Wang et al. 2007,01WS06,China,Hunam province,Wushi,groupe I,,210-243,,73.58,0.21,14.29,,0.07,1.18,0.04,0.55,1.61,3.28,4.2,0.1,,,,,,,,,0.71,99.82,,1.11,0.70,1.44,,,,,,,,,,,,,7.94,1.75,4.5,102,3.19,32.0
MPG,Xu et al. 2015,11TJ-62,China,Yunnan Province,Dulong,Dulong fine-grained granite (DFG),,90,,73.21,0.1,14.46,0.99,,,0.04,0.22,0.77,3.64,4.41,0.24,,,,,,,,,1.23,,,1.19,0.74,1.34,,,,,,,,,,,,,27.1,7.09,3.822284908,56,2,28
MPG,Xu et al. 2015,11TJ-61,China,Yunnan Province,Dulong,Dulong fine-grained granite (DFG),,90,,72.54,0.11,14.38,0.9,,,0.04,0.21,0.93,3.19,5.55,0.2,,,,,,,,,1.45,,,1.11,0.78,1.28,,,,,,,,,,,,,22.5,5.25,4.285714286,72,2.2,32.72727273
MPG,Xu et al. 2015,11TJ-58,China,Yunnan Province,Dulong,Dulong fine-grained granite (DFG),,90,,71.81,0.17,14.97,1.35,,,0.04,0.27,0.94,3.39,5,0.24,,,,,,,,,1.6,,,1.18,0.73,1.36,,,,,,,,,,,,,28.9,7.62,3.792650919,98,3.1,31.61290323
MPG,Xu et al. 2015,11TJ-55,China,Yunnan Province,Dulong,Dulong fine-grained granite (DFG),,90,,71.31,0.1,15.4,1.47,,,0.06,0.34,0.84,3.59,4.69,0.21,,,,,,,,,1.57,,,1.23,0.71,1.40,,,,,,,,,,,,,25.8,7.32,3.524590164,53,1.9,27.89473684
MPG,Xu et al. 2015,11LJS-96-2,China,Yunnan Province,Dulong,Dulong fine-grained granite (DFG),,90,,72.05,0.13,14.6,1.39,,,0.05,0.3,0.82,3.06,5.14,0.26,,,,,,,,,1.12,,,1.21,0.73,1.38,,,,,,,,,,,,,19.9,4.95,4.02020202,81,2.6,31.15384615
MPG,Xu et al. 2015,11LJS-68,China,Yunnan Province,Dulong,Dulong fine-grained granite (DFG),,90,,73.59,0.13,13.95,1.16,,,0.04,0.26,0.78,3.15,4.86,0.23,,,,,,,,,1.19,,,1.18,0.75,1.34,,,,,,,,,,,,,16.8,3.24,5.185185185,76,2.5,30.4
MPG,Xu et al. 2015,DL-43,China,Yunnan Province,Dulong,Dulong fine-grained granite (DFG),,90,,73.12,0.09,14.65,0.9,,,0.03,0.21,0.82,3.83,4.42,0.22,,,,,,,,,1.53,,,1.16,0.76,1.32,,,,,,,,,,,,,22.1,6.72,3.288690476,57,2,28.5
MPG,Xu et al. 2015,DL-30,China,Yunnan Province,Dulong,Dulong fine-grained granite (DFG),,90,,73.84,0.07,14.38,0.71,,,0.03,0.15,0.81,3.77,4.41,0.22,,,,,,,,,1.39,,,1.16,0.76,1.31,,,,,,,,,,,,,20.5,5.44,3.768382353,42,1.5,28
MPG,Xu et al. 2015,DL-29,China,Yunnan Province,Dulong,Dulong fine-grained granite (DFG),,90,,73.09,0.09,14.49,0.87,,,0.05,0.15,0.82,3.78,4.55,0.2,,,,,,,,,1.33,,,1.15,0.77,1.30,,,,,,,,,,,,,17.3,7.15,2.41958042,53,1.9,27.89473684
MPG,Xu et al. 2015,DL-28,China,Yunnan Province,Dulong,Dulong fine-grained granite (DFG),,90,,73.53,0.08,14.59,0.76,,,0.03,0.18,0.88,3.77,4.42,0.23,,,,,,,,,1.19,,,1.16,0.75,1.33,,,,,,,,,,,,,22.3,7.24,3.080110497,56,2,28
MPG,Xu et al. 2015,DL-27,China,Yunnan Province,Dulong,Dulong fine-grained granite (DFG),,90,,73.91,0.08,14.45,0.9,,,0.03,0.18,0.7,3.42,4.72,0.21,,,,,,,,,1.22,,,1.20,0.74,1.35,,,,,,,,,,,,,19.7,5.62,3.505338078,50,1.7,29.41176471
MPG,Xu et al. 2015,13MG-11,China,Yunnan Province,Dulong,Dulong fine-grained granite (DFG),,90,,72.85,0.1,14.66,1.06,,,0.04,0.25,0.72,4.02,4.38,0.24,,,,,,,,,1,,,1.16,0.77,1.29,,,,,,,,,,,,,25.5,6.6,3.863636364,50,1.9,26.31578947
MPG,Xu et al. 2015,13MG-12,China,Yunnan Province,Dulong,Dulong coarse-grained granite (DCG),,90,,72.67,0.1,14.71,1,,,0.04,0.23,0.72,3.91,4.42,0.26,,,,,,,,,1.2,,,1.17,0.76,1.31,,,,,,,,,,,,,26.1,7.06,3.696883853,52,2,26
MPG,Xu et al. 2015,13MG-13,China,Yunnan Province,Dulong,Dulong coarse-grained granite (DCG),,90,,73.11,0.1,14.74,1.09,,,0.04,0.19,0.68,4.01,4.45,0.24,,,,,,,,,1.1,,,1.17,0.77,1.29,,,,,,,,,,,,,25.7,5.93,4.333895447,53,2,26.5
MPG,Xu et al. 2015,13MG-14,China,Yunnan Province,Dulong,Dulong coarse-grained granite (DCG),,90,,73.14,0.1,14.48,0.94,,,0.04,0.29,0.69,3.89,4.59,0.24,,,,,,,,,1.1,,,1.15,0.79,1.27,,,,,,,,,,,,,23.9,6.33,3.775671406,48,1.9,25.26315789
MPG,Xu et al. 2015,13HST-5,China,Yunnan Province,Dulong,Dulong coarse-grained granite (DCG),,90,,72.27,0.1,15.1,1.11,,,0.04,0.18,0.73,3.94,4.6,0.23,,,,,,,,,1.3,,,1.18,0.76,1.32,,,,,,,,,,,,,24.3,7.03,3.456614509,52,2,26
MPG,Xu et al. 2015,13HST-6,China,Yunnan Province,Dulong,Dulong coarse-grained granite (DCG),,90,,72.97,0.11,14.79,1.03,,,0.04,0.26,0.68,3.66,4.38,0.25,,,,,,,,,1.5,,,1.23,0.73,1.37,,,,,,,,,,,,,26.1,7.6,3.434210526,52,2,26
MPG,Xu et al. 2015,13HST-1,China,Yunnan Province,Dulong,Dulong coarse-grained granite (DCG),,90,,70.39,0.22,14.8,1.85,,,0.06,0.46,1.05,3.37,5.18,0.26,,,,,,,,,1.4,,,1.13,0.75,1.33,,,,,,,,,,,,,26.5,6.31,4.199683043,134,4.3,31.1627907
MPG,Xu et al. 2015,13HST-2,China,Yunnan Province,Dulong,Dulong porphyritic granite (DPG),,90,,71.68,0.24,14.68,1.97,,,0.06,0.49,1.04,3.4,4.68,0.28,,,,,,,,,1.4,,,1.17,0.73,1.38,,,,,,,,,,,,,28.8,5.69,5.061511424,149,4.7,31.70212766
MPG,Xu et al. 2015,13HST-4,China,Yunnan Province,Dulong,Dulong porphyritic granite (DPG),,90,,71.64,0.23,14.67,1.86,,,0.06,0.38,1.1,3.62,4.45,0.26,,,,,,,,,1.2,,,1.15,0.73,1.36,,,,,,,,,,,,,29.4,6.71,4.381520119,132,4.2,31.42857143
MPG,Xu et al. 2015,13HST-7,China,Yunnan Province,Dulong,Dulong porphyritic granite (DPG),,90,,71.02,0.23,14.38,1.74,,,0.09,0.34,1.59,2.77,5.11,0.27,,,,,,,,,1.9,,,1.11,0.70,1.43,,,,,,,,,,,,,29.9,6.09,4.909688013,141,4.4,32.04545455
MPG,Xu et al. 2015,13HST-20,China,Yunnan Province,Dulong,Dulong porphyritic granite (DPG),,90,,72.92,0.12,14.5,1.07,,,0.03,0.24,0.65,3.87,4.43,0.24,,,,,,,,,1.1,,,1.17,0.77,1.30,,,,,,,,,,,,,30.3,8.88,3.412162162,55,2.2,25
