SPOT_ID,LOCALITY,SAMPLE,STYLE,IS,RELDIST,Source file,DateTime,Date,Time,Duration(s),Comments,Total points,Selection type,Components,Sn117_CPS,Sn117_CPS_Int2SE,Sn117_CPS_LOD,IntStdWv,IntStdWv_Int2SE,IntStdWv_LOD,Li_ppm_m7,Li_ppm_m7_Int2SE,Li_ppm_m7_LOD,Al_ppm_m27,Al_ppm_m27_Int2SE,Al_ppm_m27_LOD,Si_ppm_m29,Si_ppm_m29_Int2SE,Si_ppm_m29_LOD,P_ppm_m31,P_ppm_m31_Int2SE,P_ppm_m31_LOD,Ca_ppm_m44,Ca_ppm_m44_Int2SE,Ca_ppm_m44_LOD,Sc_ppm_m45,Sc_ppm_m45_Int2SE,Sc_ppm_m45_LOD,Ti_ppm_m49,Ti_ppm_m49_Int2SE,Ti_ppm_m49_LOD,V_ppm_m51,V_ppm_m51_Int2SE,V_ppm_m51_LOD,Cr_ppm_m52,Cr_ppm_m52_Int2SE,Cr_ppm_m52_LOD,Mn_ppm_m55,Mn_ppm_m55_Int2SE,Mn_ppm_m55_LOD,Fe_ppm_m57,Fe_ppm_m57_Int2SE,Fe_ppm_m57_LOD,Co_ppm_m59,Co_ppm_m59_Int2SE,Co_ppm_m59_LOD,Ni_ppm_m60,Ni_ppm_m60_Int2SE,Ni_ppm_m60_LOD,Cu_ppm_m65,Cu_ppm_m65_Int2SE,Cu_ppm_m65_LOD,Zn_ppm_m66,Zn_ppm_m66_Int2SE,Zn_ppm_m66_LOD,Ga_ppm_m69,Ga_ppm_m69_Int2SE,Ga_ppm_m69_LOD,Ga_ppm_m71,Ga_ppm_m71_Int2SE,Ga_ppm_m71_LOD,Ge_ppm_m72,Ge_ppm_m72_Int2SE,Ge_ppm_m72_LOD,As_ppm_m75,As_ppm_m75_Int2SE,As_ppm_m75_LOD,m77__Cl_CPS,m77__Cl_CPS_Int2SE,m77__Cl_CPS_LOD,Se_ppm_m82,Se_ppm_m82_Int2SE,Se_ppm_m82_LOD,Kr83_CPS,Kr83_CPS_Int2SE,Kr83_CPS_LOD,Rb_ppm_m85,Rb_ppm_m85_Int2SE,Rb_ppm_m85_LOD,Sr_ppm_m88,Sr_ppm_m88_Int2SE,Sr_ppm_m88_LOD,Y_ppm_m89,Y_ppm_m89_Int2SE,Y_ppm_m89_LOD,Zr_ppm_m90,Zr_ppm_m90_Int2SE,Zr_ppm_m90_LOD,Nb_ppm_m93,Nb_ppm_m93_Int2SE,Nb_ppm_m93_LOD,Mo_ppm_m97,Mo_ppm_m97_Int2SE,Mo_ppm_m97_LOD,In_ppm_m113,In_ppm_m113_Int2SE,In_ppm_m113_LOD,Sn_ppm_m119,Sn_ppm_m119_Int2SE,Sn_ppm_m119_LOD,Sb_ppm_m121,Sb_ppm_m121_Int2SE,Sb_ppm_m121_LOD,Cs_ppm_m133,Cs_ppm_m133_Int2SE,Cs_ppm_m133_LOD,Ba_ppm_m138,Ba_ppm_m138_Int2SE,Ba_ppm_m138_LOD,La_ppm_m139,La_ppm_m139_Int2SE,La_ppm_m139_LOD,Ce_ppm_m140,Ce_ppm_m140_Int2SE,Ce_ppm_m140_LOD,Nd_ppm_m146,Nd_ppm_m146_Int2SE,Nd_ppm_m146_LOD,Lu_ppm_m175,Lu_ppm_m175_Int2SE,Lu_ppm_m175_LOD,Hf_ppm_m179,Hf_ppm_m179_Int2SE,Hf_ppm_m179_LOD,Ta_ppm_m181,Ta_ppm_m181_Int2SE,Ta_ppm_m181_LOD,W_ppm_m182,W_ppm_m182_Int2SE,W_ppm_m182_LOD,W_ppm_m183,W_ppm_m183_Int2SE,W_ppm_m183_LOD,Tl_ppm_m205,Tl_ppm_m205_Int2SE,Tl_ppm_m205_LOD,Pb_ppm_m208,Pb_ppm_m208_Int2SE,Pb_ppm_m208_LOD,Bi_ppm_m209,Bi_ppm_m209_Int2SE,Bi_ppm_m209_LOD,Th_ppm_m232,Th_ppm_m232_Int2SE,Th_ppm_m232_LOD,U_ppm_m238,U_ppm_m238_Int2SE,U_ppm_m238_LOD
Bamboo_1,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:19:15.34,21/02/2018 (4),19:15.3,29.043,CS14_Bamboo_I_1,29,Normal,1,1.43E+07,1.20E+06,NaN,78.8,1,NaN,Below LOD,Below LOD,2.2,405,18,9.6,Below LOD,Below LOD,94000,Below LOD,Below LOD,400,Below LOD,Below LOD,1200,Below LOD,Below LOD,3.5,2420,130,7.4,Below LOD,Below LOD,1.6,23.6,7.9,17,532,30,21,12230,680,57,14.1,1.5,0.51,89.2,8.1,6.5,Below LOD,Below LOD,4.3,10,2.8,3.6,11.5,1.3,1.4,14,1.3,0.061,Below LOD,Below LOD,7,Below LOD,Below LOD,4.2,2,11,NaN,Below LOD,Below LOD,18,2,42,NaN,Below LOD,Below LOD,1,Below LOD,Below LOD,0.26,0.1,0.061,0.024,4810,210,0.23,6840,240,0.025,236,95,1,Below LOD,Below LOD,2.1,7.03E+05,8.30E+03,4.8,36,16,1.5,1.69,0.38,0.54,0.59,0.19,0.13,0.226,0.093,0.024,0.3,0.14,0.024,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.015,861,49,0.11,5780,400,0.015,176,40,0.066,270,11,0.12,Below LOD,Below LOD,0.28,Below LOD,Below LOD,0.26,Below LOD,Below LOD,0.49,Below LOD,Below LOD,0.024,10.89,0.63,0.067
Bamboo_2,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:20:25.47,21/02/2018 (4),20:25.5,29.105,CS14_Bamboo_I_2,28,Normal,1,1.49E+07,1.40E+06,NaN,78.8,1,NaN,2.4,1.3,2,393,19,8.6,Below LOD,Below LOD,86000,Below LOD,Below LOD,370,Below LOD,Below LOD,1100,Below LOD,Below LOD,3.2,2460,120,3.5,Below LOD,Below LOD,1.5,20.2,6.2,15,548,30,19,12720,700,36,12,1.1,0.57,78.7,7.7,6.3,Below LOD,Below LOD,5,13.5,2.4,3.3,11.63,0.88,1.3,12.5,1.4,0.36,Below LOD,Below LOD,6.3,Below LOD,Below LOD,3.7,2,12,NaN,Below LOD,Below LOD,16,38,53,NaN,Below LOD,Below LOD,0.92,Below LOD,Below LOD,0.21,0.11,0.059,0.023,4900,250,0.18,6910,230,0.17,86,78,0.56,Below LOD,Below LOD,1.7,7.07E+05,1.50E+04,4.7,23,14,1.3,1.81,0.39,0.49,0.54,0.2,0.13,0.37,0.14,0.023,0.32,0.14,0.077,Below LOD,Below LOD,0.1,Below LOD,Below LOD,0.039,875,40,0.1,6060,390,0.038,69,44,0.063,269,11,0.12,Below LOD,Below LOD,0.18,Below LOD,Below LOD,0.91,Below LOD,Below LOD,0.41,Below LOD,Below LOD,0.023,12.03,0.76,0.054
Bamboo_3,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:21:35.70,21/02/2018 (4),21:35.7,29.087,CS14_Bamboo_I_3,29,Normal,1,1.50E+07,1.40E+06,NaN,78.8,1,NaN,Below LOD,Below LOD,1.9,375,22,8.9,Below LOD,Below LOD,87000,Below LOD,Below LOD,370,Below LOD,Below LOD,1100,Below LOD,Below LOD,3,2530,140,5.4,Below LOD,Below LOD,1.4,Below LOD,Below LOD,15,529,39,19,12780,860,41,12.3,1.1,0.57,75.2,6.2,5.4,Below LOD,Below LOD,4.3,13.8,3.2,3.3,12.1,1.1,1.3,13.3,1.4,0.27,Below LOD,Below LOD,6.4,Below LOD,Below LOD,4,-4.7,9.4,NaN,Below LOD,Below LOD,16,45,67,NaN,Below LOD,Below LOD,0.89,Below LOD,Below LOD,0.22,Below LOD,Below LOD,0.11,4880,240,0.13,6870,260,0.17,129,72,0.73,Below LOD,Below LOD,1.8,7.04E+05,8.80E+03,4.5,19,16,1.4,1.68,0.44,0.42,0.52,0.23,0.14,0.37,0.11,0.065,0.184,0.09,0.081,Below LOD,Below LOD,0.1,Below LOD,Below LOD,0.041,890,48,0.1,6410,430,0.04,111,43,0.26,271,13,0.11,Below LOD,Below LOD,0.21,Below LOD,Below LOD,0.27,Below LOD,Below LOD,0.42,Below LOD,Below LOD,0.12,11.09,0.85,0.092
Bamboo_4,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:22:45.88,21/02/2018 (4),22:45.9,29.049,CS14_Bamboo_I_4,29,Normal,1,1.49E+07,1.40E+06,NaN,78.8,1,NaN,3,1.1,1.9,352,19,9.4,Below LOD,Below LOD,90000,Below LOD,Below LOD,380,Below LOD,Below LOD,1100,Below LOD,Below LOD,3.3,2520,110,6.8,Below LOD,Below LOD,1.4,16.9,6.2,16,558,29,19,12610,580,39,13.5,1.4,0.59,81.8,8.2,6.5,Below LOD,Below LOD,4.3,13.6,3.2,3.3,11.7,1,1.3,12.4,1.2,0.26,Below LOD,Below LOD,6.2,Below LOD,Below LOD,3.7,4,10,NaN,Below LOD,Below LOD,17,-31,62,NaN,Below LOD,Below LOD,0.93,Below LOD,Below LOD,0.23,0.077,0.056,0.062,5030,200,0.12,6780,190,0.13,99,72,0.82,Below LOD,Below LOD,1.9,7.11E+05,1.10E+04,5.1,24,16,1.3,2.49,0.56,0.49,0.44,0.15,0.038,0.204,0.089,0.023,0.29,0.12,0.061,Below LOD,Below LOD,0.36,Below LOD,Below LOD,0.04,945,45,0.36,7350,410,0.014,89,39,0.063,251,12,0.32,Below LOD,Below LOD,0.19,Below LOD,Below LOD,0.45,Below LOD,Below LOD,0.47,Below LOD,Below LOD,0.023,11.44,0.76,0.054
Bamboo_5,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:26:17.00,21/02/2018 (4),26:17.0,29.066,CS14_Bamboo_I_5,28,Normal,1,1.47E+07,1.20E+06,NaN,78.8,1,NaN,4.8,1.5,1.9,346,20,9.3,Below LOD,Below LOD,89000,Below LOD,Below LOD,370,Below LOD,Below LOD,1100,Below LOD,Below LOD,3.2,2470,130,7,Below LOD,Below LOD,1.4,Below LOD,Below LOD,15,601,36,19,13420,630,40,13,1.4,0.55,75,7.9,5.4,Below LOD,Below LOD,4.3,10.6,2.8,3.5,9.6,1.3,1.3,12.3,1.1,0.2,Below LOD,Below LOD,6,Below LOD,Below LOD,3.8,8,13,NaN,Below LOD,Below LOD,18,30,40,NaN,Below LOD,Below LOD,0.93,Below LOD,Below LOD,0.23,Below LOD,Below LOD,0.14,5180,260,0.16,6830,220,0.097,91,91,0.57,Below LOD,Below LOD,2.2,6.97E+05,9.30E+03,4.1,21,16,1.4,3.03,0.4,0.53,0.51,0.17,0.19,0.29,0.12,0.13,0.28,0.11,0.092,Below LOD,Below LOD,0.37,Below LOD,Below LOD,0.078,967,46,0.43,8200,460,0.05,105,41,0.064,247,23,0.33,Below LOD,Below LOD,0.13,0.35,0.23,0.28,Below LOD,Below LOD,0.42,Below LOD,Below LOD,0.08,12.18,0.82,0.055
Bamboo_6,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:27:27.18,21/02/2018 (4),27:27.2,29.179,CS14_Bamboo_I_6,29,Normal,1,1.48E+07,1.40E+06,NaN,78.8,1,NaN,Below LOD,Below LOD,1.7,342,17,9.2,Below LOD,Below LOD,87000,Below LOD,Below LOD,370,Below LOD,Below LOD,1100,Below LOD,Below LOD,3.2,2480,130,4.5,Below LOD,Below LOD,1.5,Below LOD,Below LOD,16,673,42,19,14870,760,38,13.5,1.4,0.54,73.3,9.3,10,Below LOD,Below LOD,4.4,17.6,3.6,3,11.47,0.95,1.2,13.4,1.1,0.23,Below LOD,Below LOD,6.1,Below LOD,Below LOD,3.4,-1,10,NaN,Below LOD,Below LOD,17,65,55,NaN,Below LOD,Below LOD,0.97,Below LOD,Below LOD,0.24,0.133,0.07,0.023,5720,260,0.2,7790,240,0.2,127,84,0.2,Below LOD,Below LOD,2,7.15E+05,1.30E+04,6.1,4,13,1.3,1.34,0.43,0.48,0.56,0.17,0.11,0.208,0.073,0.023,0.145,0.073,0.022,Below LOD,Below LOD,0.1,Below LOD,Below LOD,0.014,1072,52,0.1,8860,600,0.014,89,50,0.062,209.3,9.1,0.32,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.27,Below LOD,Below LOD,0.44,Below LOD,Below LOD,0.022,12.56,0.92,0.019
Bamboo_7,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:28:37.54,21/02/2018 (4),28:37.5,29.098,CS14_Bamboo_I_7,29,Normal,1,1.49E+07,1.30E+06,NaN,78.8,1,NaN,Below LOD,Below LOD,1.8,473,21,9.2,Below LOD,Below LOD,89000,Below LOD,Below LOD,370,Below LOD,Below LOD,1100,Below LOD,Below LOD,3.1,2590,160,6.2,Below LOD,Below LOD,1.5,Below LOD,Below LOD,16,717,51,20,15990,990,39,13.3,1.6,0.43,76.3,7.4,6.1,Below LOD,Below LOD,4.4,19.4,2.6,2.9,14.9,1.7,1.3,15.3,1.3,0.059,Below LOD,Below LOD,6,Below LOD,Below LOD,3.2,2,13,NaN,Below LOD,Below LOD,15,9,52,NaN,Below LOD,Below LOD,1,Below LOD,Below LOD,0.14,0.103,0.056,0.023,5570,280,0.16,8340,330,0.34,173,93,0.87,Below LOD,Below LOD,2.2,7.11E+05,1.20E+04,6.3,31,14,1.2,1.54,0.4,0.51,0.71,0.23,0.18,0.251,0.099,0.024,0.152,0.069,0.11,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.042,1068,55,0.11,8700,610,0.014,136,36,0.064,214,12,0.34,Below LOD,Below LOD,0.2,Below LOD,Below LOD,0.23,Below LOD,Below LOD,0.37,Below LOD,Below LOD,0.023,11.71,0.58,0.02
Bamboo_8,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:29:48.07,21/02/2018 (4),29:48.1,29.042,CS14_Bamboo_I_8,29,Normal,1,1.50E+07,1.30E+06,NaN,78.8,1,NaN,Below LOD,Below LOD,1.8,501,31,8.9,Below LOD,Below LOD,85000,Below LOD,Below LOD,360,Below LOD,Below LOD,1000,Below LOD,Below LOD,3.1,2690,120,6.9,Below LOD,Below LOD,1.5,27,11,15,709,49,19,1.68E+04,1.10E+03,36,13.9,1.6,0.51,83.8,6.4,16,Below LOD,Below LOD,4,24.4,4.9,3.2,15.3,1.5,1.3,16.1,1.7,0.057,Below LOD,Below LOD,5.4,Below LOD,Below LOD,3.2,1.9,9,NaN,Below LOD,Below LOD,17,38,49,NaN,Below LOD,Below LOD,0.9,Below LOD,Below LOD,0.16,0.1,0.058,0.022,5590,310,0.16,8400,360,0.22,182,97,0.93,Below LOD,Below LOD,1.9,7.12E+05,1.20E+04,7.6,44,18,1.1,1.66,0.33,0.47,0.43,0.18,0.14,0.207,0.092,0.023,0.211,0.096,0.061,Below LOD,Below LOD,0.1,Below LOD,Below LOD,0.014,1059,59,0.1,8700,640,0.058,124,35,0.062,224.6,9.6,0.11,Below LOD,Below LOD,0.096,0.42,0.52,0.28,Below LOD,Below LOD,0.37,Below LOD,Below LOD,0.022,11.38,0.65,0.019
Bamboo_9,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:30:58.22,21/02/2018 (4),30:58.2,29.072,CS14_Bamboo_I_9,29,Normal,1,1.50E+07,1.30E+06,NaN,78.8,1,NaN,Below LOD,Below LOD,1.8,483,27,9.3,Below LOD,Below LOD,90000,Below LOD,Below LOD,370,Below LOD,Below LOD,1000,Below LOD,Below LOD,3.1,2600,130,4.6,Below LOD,Below LOD,1.4,15.7,9,16,650,44,19,15660,920,37,13.7,1.3,0.46,81.8,8.3,5.5,Below LOD,Below LOD,4.6,20.9,4,3,14.3,1,1.3,17.2,1.3,0.16,Below LOD,Below LOD,5.3,Below LOD,Below LOD,3.2,-2,11,NaN,Below LOD,Below LOD,16,-4,60,NaN,Below LOD,Below LOD,0.97,Below LOD,Below LOD,0.22,Below LOD,Below LOD,0.063,5360,320,0.16,7930,360,0.083,109,88,0.57,Below LOD,Below LOD,2,7.11E+05,1.30E+04,12,21,22,1.1,1.38,0.3,0.5,0.35,0.14,0.18,0.281,0.095,0.023,0.154,0.086,0.078,Below LOD,Below LOD,0.1,Below LOD,Below LOD,0.014,1029,61,0.29,8340,620,0.014,102,40,0.063,215.1,9.6,0.12,Below LOD,Below LOD,0.17,Below LOD,Below LOD,0.27,Below LOD,Below LOD,0.35,Below LOD,Below LOD,0.023,10.46,0.56,0.02
Bamboo_10,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:32:08.43,21/02/2018 (4),32:08.4,29.079,CS14_Bamboo_I_10,28,Normal,1,1.24E+07,1.60E+06,NaN,78.8,1,NaN,4.6,2.6,2.1,546,53,11,Below LOD,Below LOD,1.10E+05,Below LOD,Below LOD,440,Below LOD,Below LOD,1200,3.9,2,3.6,2540,190,8.3,Below LOD,Below LOD,1.6,25,9.7,18,665,57,23,1.51E+04,1.20E+03,48,12.5,1.3,0.53,78,10,7.8,Below LOD,Below LOD,4.8,22.8,3.9,4.1,14.5,1.5,1.5,15.6,1.9,0.19,Below LOD,Below LOD,6.4,29,13,3.5,1,12,NaN,Below LOD,Below LOD,19,-7,48,NaN,Below LOD,Below LOD,1.1,Below LOD,Below LOD,0.3,0.081,0.072,0.027,5070,320,0.31,7740,360,0.23,110,100,0.68,Below LOD,Below LOD,2,7.16E+05,1.10E+04,8.3,49,34,1.3,14.5,7.2,0.58,0.69,0.23,0.13,0.31,0.11,0.028,0.18,0.1,0.14,Below LOD,Below LOD,0.13,Below LOD,Below LOD,0.017,958,56,0.13,7660,590,0.017,87,45,0.076,220.5,8.5,0.49,Below LOD,Below LOD,0.15,0.7,0.34,0.61,Below LOD,Below LOD,0.36,Below LOD,Below LOD,0.027,10.07,0.8,0.024
Bamboo_11,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:33:18.62,21/02/2018 (4),33:18.6,29.066,CS14_Bamboo_I_11,29,Normal,1,1.39E+07,1.40E+06,NaN,78.8,1,NaN,Below LOD,Below LOD,1.8,499,30,9.9,Below LOD,Below LOD,94000,Below LOD,Below LOD,390,Below LOD,Below LOD,1100,Below LOD,Below LOD,3.2,2640,140,3.9,Below LOD,Below LOD,1.5,18.9,7.7,16,623,51,20,1.49E+04,1.10E+03,41,14,1.5,0.5,85.5,8.1,6.3,Below LOD,Below LOD,5.3,19.5,3.8,15,14.6,1.1,1.4,17.4,1.8,0.22,Below LOD,Below LOD,5.8,3.2,1.7,3.1,-8.4,6.5,NaN,Below LOD,Below LOD,18,3,52,NaN,Below LOD,Below LOD,0.99,Below LOD,Below LOD,0.26,0.177,0.091,0.024,5220,310,0.047,7880,420,0.13,48,90,1.2,Below LOD,Below LOD,1.9,7.06E+05,1.10E+04,7.7,5,15,1.1,1.99,0.41,0.52,0.65,0.18,0.15,0.28,0.1,0.089,0.206,0.07,0.084,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.043,998,55,0.11,7780,630,0.015,102,41,0.066,217.1,8.9,0.35,Below LOD,Below LOD,0.16,Below LOD,Below LOD,0.83,Below LOD,Below LOD,0.32,Below LOD,Below LOD,0.067,10.28,0.81,0.021
Bamboo_12,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:34:28.95,21/02/2018 (4),34:29.0,29.036,CS14_Bamboo_I_12,29,Normal,1,1.51E+07,1.30E+06,NaN,78.8,1,NaN,Below LOD,Below LOD,1.7,490,27,9.2,Below LOD,Below LOD,87000,Below LOD,Below LOD,360,Below LOD,Below LOD,1000,Below LOD,Below LOD,3,2640,120,3.8,Below LOD,Below LOD,1.5,Below LOD,Below LOD,15,645,44,19,1.47E+04,1.10E+03,40,13.1,1.4,0.51,78.9,8.3,6.5,Below LOD,Below LOD,5,18.9,4.3,3,14.1,1.4,1.2,16.2,1.3,0.22,Below LOD,Below LOD,5.4,Below LOD,Below LOD,2.9,-8.1,6.7,NaN,Below LOD,Below LOD,16,5,64,NaN,Below LOD,Below LOD,0.9,Below LOD,Below LOD,0.19,0.134,0.071,0.067,5210,300,0.2,7860,400,0.024,82,80,0.6,Below LOD,Below LOD,1.5,7.12E+05,1.10E+04,6,39,20,1,1.91,0.36,0.49,0.3,0.13,0.19,0.178,0.098,0.069,0.137,0.077,0.096,Below LOD,Below LOD,0.1,Below LOD,Below LOD,0.042,961,63,0.1,7760,680,0.014,100,38,0.23,226,10,0.12,Below LOD,Below LOD,0.19,Below LOD,Below LOD,1,Below LOD,Below LOD,0.31,Below LOD,Below LOD,0.022,10.53,0.66,0.057
Bamboo_13,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:37:59.50,21/02/2018 (4),37:59.5,20.672,CS14_Bamboo_I_13,21,Normal,1,1.59E+07,1.40E+06,NaN,78.8,1,NaN,Below LOD,Below LOD,1.8,514,25,9.3,Below LOD,Below LOD,89000,Below LOD,Below LOD,370,Below LOD,Below LOD,1100,4,1.8,3.2,2760,190,6,Below LOD,Below LOD,1.4,Below LOD,Below LOD,16,684,65,19,1.60E+04,1.10E+03,37,13.5,1.5,0.58,85.3,9.2,5.8,Below LOD,Below LOD,4.3,19.5,3.4,4.2,16.5,1.3,1.3,16.7,1.8,0.27,Below LOD,Below LOD,5.9,Below LOD,Below LOD,3.4,0,11,NaN,Below LOD,Below LOD,17,5,57,NaN,Below LOD,Below LOD,0.94,Below LOD,Below LOD,0.25,Below LOD,Below LOD,0.081,5380,280,0.23,8010,380,0.067,52,93,1.2,Below LOD,Below LOD,1.6,7.11E+05,1.70E+04,5.5,16,19,1.4,1.35,0.37,0.54,0.5,0.21,0.21,0.32,0.12,0.15,0.143,0.095,0.12,Below LOD,Below LOD,0.37,Below LOD,Below LOD,0.073,1028,66,0.11,8270,590,0.094,73,34,0.29,233,14,0.12,Below LOD,Below LOD,0.18,Below LOD,Below LOD,0.27,Below LOD,Below LOD,0.37,Below LOD,Below LOD,0.11,10.82,0.96,0.098
Bamboo_14,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:39:09.64,21/02/2018 (4),39:09.6,29.036,CS14_Bamboo_I_14,29,Normal,1,1.51E+07,1.40E+06,NaN,78.8,1,NaN,2,1.1,1.7,470,27,9.1,Below LOD,Below LOD,88000,Below LOD,Below LOD,360,Below LOD,Below LOD,1000,Below LOD,Below LOD,3.1,2560,130,4.7,Below LOD,Below LOD,1.4,19,10,15,654,50,19,1.45E+04,1.10E+03,39,13,1.4,0.53,83.4,6.9,7,Below LOD,Below LOD,4.7,15,3.5,3.4,13.6,1.4,1.3,15.8,1.4,0.16,Below LOD,Below LOD,5.3,Below LOD,Below LOD,3,-11.5,5.1,NaN,Below LOD,Below LOD,15,-59,40,NaN,Below LOD,Below LOD,0.96,Below LOD,Below LOD,0.17,0.139,0.072,0.096,4810,300,0.13,7200,400,0.36,123,87,0.74,Below LOD,Below LOD,1.7,7.03E+05,9.50E+03,10,34,17,1.1,2.2,0.56,0.54,0.39,0.16,0.11,0.184,0.088,0.068,0.16,0.07,0.063,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.015,945,57,0.1,7490,600,0.014,116,32,0.063,228,8.8,0.12,Below LOD,Below LOD,0.16,0.49,0.42,0.24,Below LOD,Below LOD,0.35,Below LOD,Below LOD,0.023,10.04,0.69,0.02
Bamboo_15,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:40:30.96,21/02/2018 (4),40:31.0,18.039,CS14_Bamboo_I_15,17,Normal,1,1.21E+07,5.20E+05,NaN,78.8,1,NaN,Below LOD,Below LOD,1.9,475,21,9.5,Below LOD,Below LOD,90000,Below LOD,Below LOD,370,Below LOD,Below LOD,1000,Below LOD,Below LOD,3,2640,140,7.2,Below LOD,Below LOD,1.5,Below LOD,Below LOD,16,522,34,20,13120,630,38,13.3,2,0.48,79,14,5.7,Below LOD,Below LOD,4.1,17.5,3.7,3.6,14.2,2.2,1.3,15.6,2.3,0.18,Below LOD,Below LOD,5.1,Below LOD,Below LOD,2.9,23,24,NaN,Below LOD,Below LOD,17,62,73,NaN,Below LOD,Below LOD,0.94,Below LOD,Below LOD,0.16,0.12,0.14,0.024,4710,160,0.2,7350,320,0.3,50,140,1.1,Below LOD,Below LOD,1.5,6.97E+05,1.30E+04,6.7,36,26,1,1.45,0.49,0.53,0.63,0.38,0.18,0.35,0.15,0.025,0.22,0.14,0.11,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.015,857,44,0.11,6230,400,0.015,137,59,0.066,266,16,0.12,Below LOD,Below LOD,0.15,Below LOD,Below LOD,2.8,Below LOD,Below LOD,0.31,Below LOD,Below LOD,0.024,8.97,0.86,0.021
Bamboo_16,Bamboo Creek,BC1,Pegmatite,117Sn,NA,Jason_cass_3,21/02/2018 (4) 17:41:30.10,21/02/2018 (4),41:30.1,29.041,CS14_Bamboo_I_16,29,Normal,1,1.49E+07,1.40E+06,NaN,78.8,1,NaN,1.76,0.77,1.7,479,22,9.1,Below LOD,Below LOD,88000,Below LOD,Below LOD,360,Below LOD,Below LOD,1000,Below LOD,Below LOD,3.1,2670,110,6.1,Below LOD,Below LOD,1.3,16.9,7.9,15,637,51,19,14520,830,38,14.1,1.5,0.46,78.9,6.1,6.7,Below LOD,Below LOD,4,12.6,3.3,3.2,14.1,1.1,1.3,16,1.5,0.057,Below LOD,Below LOD,5.2,Below LOD,Below LOD,3,7,13,NaN,Below LOD,Below LOD,15,13,55,NaN,Below LOD,Below LOD,0.95,Below LOD,Below LOD,0.15,0.067,0.047,0.064,4800,260,0.13,7390,350,0.16,50,110,0.58,Below LOD,Below LOD,1.5,7.15E+05,1.30E+04,11,7,21,1.1,2.07,0.45,0.5,0.67,0.23,0.039,0.29,0.11,0.023,0.278,0.086,0.022,Below LOD,Below LOD,0.1,Below LOD,Below LOD,0.041,918,54,0.1,7330,540,0.014,32,26,0.23,256,14,0.11,Below LOD,Below LOD,0.14,Below LOD,Below LOD,0.36,Below LOD,Below LOD,0.31,Below LOD,Below LOD,0.022,10.44,0.8,0.019
